First Name,Last Name,Email,Country,Application Date,Yoe,Seniority,Technology,Code Challenge Score,Technical Interview
Jennifer,Jenkins,rochamichelle@hotmail.com,Australia,2024-05-07,4.0,Mid-Level,Client Success,8,2.0
Erica,Bender,npeterson@yahoo.com,UK,2023-11-25,17.0,Manager,Client Success,3,1.0
Michele,Stevens,patrick23@gmail.com,Argentina,2025-08-23,-5.0,Senior,QA Manual,0,10.0
Sharon,Reynolds,staceyherrera@hotmail.com,Spain,2022-12-28,2.0,Senior,QA Manual,3,3.0
Steven,Gomez,mitchellpamela@hotmail.com,France,2022-02-02,6.0,Mid-Level,Data Engineer,4,
Ashley,Pham,thawkins@gmail.com,India,2021-04-02,16.0,Trainee,DevOps,10,10.0
Ashley,Fritz,brendafrancis@gmail.com,India,2021-08-30,18.0,Manager,Sales,7,2.0
April,Harrison,teresamcdonald@hotmail.com,France,2023-12-16,17.0,Senior,DevOps,4,10.0
Francisco,Wilson,,Colombia,2025-04-30,0.0,Intern,Data Engineer,9,3.0
Patrick,Scott,ffuller@gmail.com,Canada,2023-08-16,4.0,Junior,Development - CMS Backend,8,4.0
Julie,Hurst,emilyhopkins@hotmail.com,Australia,2023-12-01,1.0,Manager,Python Developer,5,3.0
Sandy,Moore,hancockkathryn@yahoo.com,Spain,2025-06-11,0.0,Junior,Java Backend,7,4.0
David,Rodriguez,josephjenkins@gmail.com,Brazil,2022-02-10,6.0,Intern,Adobe Experience Manager,2,0.0
Alexis,Reeves,sarafrye@hotmail.com,USA,2025-04-30,10.0,Lead,Java Backend,2,7.0
Lauren,Figueroa,tiffany21@hotmail.com,Mexico,2025-04-18,10.0,Trainee,Adobe Experience Manager,8,1.0
Stephanie,Martinez,fsteele@hotmail.com,Spain,2024-07-25,17.0,Intern,Client Success,5,5.0
Christopher,Gonzalez,jbrooks@hotmail.com,Brazil,2021-03-01,16.0,Junior,DevOps,3,1.0
John,Callahan,emily46@gmail.com,Ecuador,2025-06-24,,,Java Backend,7,10.0
Amy,Perkins,tholmes@hotmail.com,India,2021-05-31,6.0,Lead,Python Developer,3,1.0
Matthew,Scott,debrahorton@yahoo.com,Canada,2026-01-25,6.0,Junior,Development - CMS Backend,10,7.0
Ralph,Ho,frazierkenneth@gmail.com,Germany,2023-10-22,9.0,Manager,Python Developer,3,2.0
Christina,Acosta,parsonsmiguel@gmail.com,UK,2022-12-18,20.0,Trainee,Mulesoft,6,7.0
Michael,Thompson,carrie15@gmail.com,Canada,2025-04-20,,,QA Manual,6,1.0
Donna,Norris,whunt@hotmail.com,UK,2025-04-21,11.0,Lead,Client Success,7,0.0
Kimberly,Wheeler,inichols@hotmail.com,Mexico,2021-09-04,2.0,Lead,Development - CMS Backend,9,0.0
Lisa,Miller,wattsmegan@yahoo.com,Mexico,2023-02-14,10.0,Intern,Java Backend,6,6.0
Cathy,Jordan,ybrown@gmail.com,India,2025-12-01,11.0,Senior,QA Manual,7,7.0
David,Medina,,Brazil,2023-07-19,3.0,Senior,React Frontend,7,0.0
Ashley,Kerr,williamferrell@hotmail.com,India,2023-02-02,15.0,Manager,DevOps,100,2.0
Manuel,Henderson,jessicamacdonald@yahoo.com,Canada,2025-03-09,19.0,Mid-Level,Java Backend,0,3.0
Joseph,Turner,adam21@yahoo.com,Ecuador,2023-04-05,17.0,Mid-Level,React Frontend,3,7.0
Harold,Fox,kathrynhayes@gmail.com,Colombia,2023-10-09,3.0,,Data Engineer,2,
Steven,Jones,burgessshawn@yahoo.com,France,2023-12-17,5.0,Intern,Adobe Experience Manager,8,4.0
Scott,Lane,waltersheidi@yahoo.com,Germany,2021-10-22,20.0,Lead,Java Backend,9,6.0
Steven,Conway,fbrown@hotmail.com,France,2023-03-15,14.0,Manager,Java Backend,7,1.0
Tammy,Peterson,stephen03@hotmail.com,Spain,2025-01-18,0.0,Mid-Level,Client Success,8,6.0
Timothy,Brewer,ujohnson@yahoo.com,France,2023-03-27,2.0,Lead,React Frontend,4,10.0
Megan,Hunt,andrewclayton@gmail.com,Mexico,2022-04-04,4.0,Senior,QA Manual,4,0.0
Jeffery,Jones,kevinjohnson@yahoo.com,Colombia,2021-05-04,16.0,Intern,Client Success,9,5.0
Brian,Hoffman,sandraduke@hotmail.com,USA,2025-07-03,13.0,Senior,Data Engineer,4,7.0
Sheila,Harris,garnerjesus@gmail.com,Spain,2024-09-16,8.0,Junior,Mulesoft,1,6.0
Joshua,Little,raymond33@gmail.com,Ecuador,2023-08-06,2.0,Lead,QA Manual,6,4.0
Cheryl,Smith,,India,2025-12-08,12.0,Intern,Development - CMS Backend,7,10.0
Lee,Cooley,jamessmall@gmail.com,Canada,2021-03-11,2.0,Manager,Adobe Experience Manager,4,2.0
Caleb,Walker,gbrown@gmail.com,USA,2021-09-03,10.0,Junior,Data Engineer,7,6.0
Hector,Allen,rkennedy@hotmail.com,Colombia,2026-02-07,1.0,Junior,React Frontend,5,8.0
Katie,Wilson,stephanie19@gmail.com,Australia,2025-08-31,14.0,Intern,Client Success,3,10.0
Joshua,Long,,Ecuador,2021-03-07,12.0,Mid-Level,DevOps,6,9.0
Misty,Butler,daniel38@yahoo.com,Argentina,2021-04-10,18.0,Mid-Level,Sales,7,6.0
David,Webb,vtran@hotmail.com,Brazil,2021-03-18,15.0,Senior,DevOps,8,0.0
Crystal,Peterson,bakertheresa@gmail.com,UK,2024-06-07,17.0,Mid-Level,Data Engineer,4,9.0
Dylan,Summers,nguyentiffany@yahoo.com,Brazil,2023-05-01,6.0,Trainee,Development - CMS Backend,8,10.0
Christine,Holland,,UK,2024-10-01,12.0,Lead,Data Engineer,7,
Brandon,Conley,jenniferjames@hotmail.com,USA,2023-10-14,3.0,Trainee,Java Backend,0,9.0
Danny,Williams,michael86@yahoo.com,Brazil,2025-04-23,8.0,Intern,QA Manual,7,1.0
Benjamin,Norman,emily50@gmail.com,USA,2021-08-11,9.0,Trainee,Data Engineer,7,6.0
Gabrielle,Miller,eknight@gmail.com,UK,2023-01-27,8.0,Intern,Data Engineer,6,4.0
Michelle,Nichols,thomas09@hotmail.com,Argentina,2025-10-05,6.0,Senior,Client Success,0,5.0
Bethany,Daniels,qrandolph@yahoo.com,India,2022-09-15,14.0,Senior,Client Success,5,
Bobby,Cruz,mathew16@gmail.com,USA,2023-10-06,7.0,,DevOps,1,9.0
Jennifer,Sanders,nsmith@gmail.com,Australia,2023-01-20,18.0,Mid-Level,Sales,5,2.0
Bruce,Powell,scruz@yahoo.com,USA,2022-11-01,10.0,Mid-Level,Adobe Experience Manager,10,8.0
Jennifer,White,uking@gmail.com,Australia,2025-03-06,4.0,Junior,Mulesoft,1,2.0
Jonathon,Gamble,rdavid@yahoo.com,Ecuador,2023-10-18,1.0,Manager,Adobe Experience Manager,1,1.0
Jonathan,Kelley,hector46@gmail.com,Ecuador,2024-12-10,9.0,Senior,Client Success,6,1.0
Erika,Jacobs,crawfordangela@gmail.com,UK,2024-05-08,15.0,Lead,Sales,10,6.0
Meredith,Butler,anna09@gmail.com,Argentina,2024-09-27,12.0,Mid-Level,Java Backend,9,10.0
Michael,Armstrong,timothymalone@yahoo.com,Canada,2022-10-02,,Lead,Sales,0,6.0
Jennifer,Brown,ryang@yahoo.com,Australia,2024-04-07,8.0,Intern,Adobe Experience Manager,4,1.0
Caroline,Kirby,jenniferhines@yahoo.com,India,2025-01-07,10.0,Trainee,QA Manual,0,3.0
Michael,Smith,andrea32@yahoo.com,Canada,2024-11-19,10.0,Intern,DevOps,8,4.0
Chris,Daniels,rebeccavega@gmail.com,Brazil,2023-12-09,15.0,Senior,Java Backend,4,1.0
Scott,Kent,jessica03@gmail.com,Germany,2021-04-12,9.0,Manager,Client Success,4,7.0
William,Alexander,sharon60@gmail.com,France,2023-04-14,11.0,Senior,Development - CMS Backend,3,5.0
Joel,Howard,caitlin63@yahoo.com,Ecuador,2022-11-30,5.0,Mid-Level,Adobe Experience Manager,2,4.0
Mark,Cruz,jeanne08@yahoo.com,Canada,2026-01-17,11.0,Mid-Level,Development - CMS Backend,7,7.0
Nathan,Peters,warrenemma@gmail.com,Canada,2021-07-21,9.0,Senior,Client Success,6,5.0
Mackenzie,Rios,feliciaadams@gmail.com,Mexico,2023-08-12,17.0,Lead,Data Engineer,8,8.0
Robert,Johnson,watkinsvanessa@hotmail.com,Germany,2021-12-14,17.0,Intern,Sales,5,10.0
Dawn,Green,bradleyalison@hotmail.com,UK,2024-06-27,3.0,Junior,Data Engineer,0,6.0
Nancy,Roman,david05@gmail.com,Argentina,2024-12-07,8.0,Trainee,React Frontend,4,7.0
Douglas,Carrillo,scott94@hotmail.com,Brazil,2025-10-08,6.0,Trainee,Python Developer,4,9.0
Mark,Davis,tiffanymiller@yahoo.com,Canada,2023-03-07,17.0,Intern,Development - CMS Backend,6,6.0
Kristin,Price,derek42@hotmail.com,Mexico,2021-03-26,,Mid-Level,Development - CMS Backend,9,6.0
Matthew,Foster,aaron10@gmail.com,Canada,2022-03-19,10.0,Mid-Level,Python Developer,0,7.0
Ricky,Fields,renee96@yahoo.com,Germany,2025-12-20,-5.0,Lead,Sales,0,5.0
Denise,Andersen,christopherwilson@hotmail.com,UK,2023-12-22,8.0,Manager,Social Media Community Management,5,9.0
Thomas,Davis,petercampbell@hotmail.com,France,2021-11-07,7.0,Intern,Client Success,5,3.0
Teresa,Marsh,melissa36@yahoo.com,Spain,2022-11-15,2.0,Trainee,React Frontend,8,8.0
Christy,Sanders,,UK,2022-01-21,,Mid-Level,Python Developer,2,7.0
Ethan,Murphy,kaylaharrington@hotmail.com,Colombia,2021-11-11,,Mid-Level,Mulesoft,4,3.0
Bradley,Fox,ustanton@yahoo.com,USA,2025-09-30,14.0,Senior,Adobe Experience Manager,4,2.0
Sarah,Lee,perrystephen@gmail.com,Spain,2025-09-27,13.0,Junior,Data Engineer,0,8.0
Rhonda,Walls,vsmith@yahoo.com,Argentina,2025-06-13,17.0,Manager,Client Success,5,
Anthony,Davis,phunt@yahoo.com,USA,2023-09-01,15.0,Intern,Social Media Community Management,3,10.0
Chelsea,Lamb,barbararodriguez@yahoo.com,India,2024-03-19,19.0,Trainee,Mulesoft,5,10.0
Lindsey,Casey,qpatel@gmail.com,Mexico,2025-06-28,3.0,Trainee,Python Developer,7,7.0
William,Mahoney,brucecorey@yahoo.com,France,2025-04-23,19.0,Manager,Mulesoft,7,8.0
Kimberly,Roberts,kimberly44@gmail.com,Mexico,2025-06-11,5.0,Mid-Level,Data Engineer,2,5.0
William,Robertson,alyssajoyce@gmail.com,France,2022-06-08,5.0,Senior,Client Success,8,8.0
Bonnie,Smith,patelbrianna@hotmail.com,India,2023-03-25,10.0,Intern,DevOps,10,9.0
Maurice,Hoffman,lejason@hotmail.com,Canada,2021-03-16,16.0,Senior,Social Media Community Management,3,2.0
Jason,Smith,castrofrancisco@gmail.com,Colombia,2024-06-02,2.0,Intern,React Frontend,0,5.0
Mariah,Kirk,contrerasdevon@hotmail.com,Mexico,2022-08-19,12.0,Trainee,Development - CMS Backend,8,9.0
Antonio,Mendoza,morenojesus@hotmail.com,USA,2021-12-04,2.0,Senior,Development - CMS Backend,4,8.0
Jessica,Baker,thompsonbrian@gmail.com,Australia,2022-09-23,15.0,Junior,Adobe Experience Manager,7,1.0
Patrick,Booth,leechristine@hotmail.com,Canada,2024-06-02,14.0,Manager,Sales,6,2.0
Whitney,Aguilar,,Spain,2025-01-03,10.0,Lead,Java Backend,4,6.0
Christian,Fletcher,oedwards@hotmail.com,Brazil,2024-09-30,17.0,Lead,Python Developer,7,4.0
Chris,Washington,katiemoore@gmail.com,Brazil,2023-11-10,14.0,Senior,Java Backend,0,8.0
Selena,Moreno,simsmelissa@hotmail.com,Spain,2023-03-21,4.0,Senior,Data Engineer,10,10.0
Jeffrey,Vang,rebeccawright@gmail.com,Colombia,2022-10-26,15.0,Manager,DevOps,3,0.0
Wesley,Casey,qcampbell@hotmail.com,France,2024-06-11,15.0,Trainee,DevOps,4,7.0
Autumn,Atkinson,stonedeborah@gmail.com,India,2023-12-29,,Trainee,React Frontend,3,
Amy,Jackson,cassandra85@yahoo.com,India,2026-02-14,,Junior,Data Engineer,5,5.0
Robert,Hines,umueller@gmail.com,Germany,2022-02-22,2.0,Trainee,Data Engineer,8,
Jessica,Sanchez,erodriguez@gmail.com,Australia,2022-07-28,19.0,Junior,Adobe Experience Manager,0,5.0
Melanie,Stevens,mtanner@gmail.com,Argentina,2024-08-29,12.0,,Social Media Community Management,9,0.0
Allison,Serrano,lopezthomas@gmail.com,France,2023-10-03,2.0,,React Frontend,10,6.0
Brett,Ryan,jason60@yahoo.com,USA,2025-02-15,6.0,Senior,Adobe Experience Manager,1,8.0
Thomas,George,davidsherman@gmail.com,France,2021-10-19,5.0,Lead,Client Success,0,2.0
Alice,Thomas,afuentes@hotmail.com,France,2023-09-09,8.0,Intern,React Frontend,6,3.0
Scott,Carroll,mrivera@hotmail.com,Germany,2024-04-25,11.0,Senior,Sales,1,5.0
Joseph,Hall,norrisluis@hotmail.com,Ecuador,2022-09-26,14.0,Junior,Adobe Experience Manager,8,4.0
Mary,Caldwell,btaylor@yahoo.com,Mexico,2021-02-22,20.0,Lead,Social Media Community Management,7,1.0
Kelly,Avila,jenniferlove@yahoo.com,Ecuador,2023-07-10,,Trainee,QA Manual,9,7.0
John,Poole,dawn78@gmail.com,Ecuador,2026-01-27,2.0,Trainee,Data Engineer,0,9.0
John,Parks,ivanjones@yahoo.com,Ecuador,2024-01-13,9.0,Lead,Social Media Community Management,2,9.0
Katrina,Rogers,cruzkatherine@hotmail.com,Australia,2021-11-20,0.0,Mid-Level,Java Backend,5,9.0
Michael,Rangel,christopher75@hotmail.com,Canada,2023-04-25,18.0,Manager,DevOps,10,10.0
Stephen,Whitehead,nicole37@gmail.com,Germany,2022-12-14,18.0,Manager,Mulesoft,2,10.0
Kaitlin,Koch,jackgarrett@hotmail.com,Australia,2023-11-08,12.0,Manager,Social Media Community Management,100,7.0
Darrell,Williamson,tayloradam@gmail.com,Brazil,2024-11-20,11.0,Lead,React Frontend,9,1.0
John,Peterson,eromero@yahoo.com,Ecuador,2023-09-19,0.0,Mid-Level,Data Engineer,9,1.0
Jessica,Navarro,fulleramanda@hotmail.com,Australia,2025-01-17,18.0,Trainee,Client Success,1,9.0
Nicole,Meadows,tiffany28@gmail.com,Argentina,2024-12-05,15.0,Manager,Python Developer,5,6.0
Michael,Harris,xlin@hotmail.com,Canada,2024-11-24,14.0,Junior,Development - CMS Backend,1,2.0
Michael,Brown,wgreen@gmail.com,Canada,2026-01-26,15.0,Intern,Adobe Experience Manager,2,8.0
William,Martinez,robertsrenee@hotmail.com,France,2021-07-01,10.0,Intern,Mulesoft,9,10.0
Robin,Francis,yhayes@yahoo.com,Argentina,2024-03-02,5.0,Trainee,Data Engineer,8,5.0
Denise,Morris,arnoldjohn@yahoo.com,UK,2023-07-14,10.0,,DevOps,8,2.0
Cassie,Foster,martha22@gmail.com,India,2023-09-05,2.0,Mid-Level,Python Developer,1,5.0
Shane,Miranda,wraymond@gmail.com,Germany,2025-09-04,14.0,Trainee,DevOps,100,7.0
Robert,Graves,jessica72@yahoo.com,Germany,2024-04-15,0.0,Lead,Java Backend,2,6.0
Ashley,Mcguire,hdavis@yahoo.com,India,2022-08-28,6.0,Trainee,Client Success,1,6.0
Margaret,Wallace,alexis85@hotmail.com,Mexico,2023-03-23,0.0,Senior,Social Media Community Management,10,4.0
David,Holmes,baileyscott@gmail.com,Brazil,2023-06-17,16.0,Senior,Sales,9,9.0
Amanda,Greer,timothy78@hotmail.com,France,2023-10-21,8.0,Trainee,Data Engineer,7,3.0
Kimberly,Richardson,joseph18@yahoo.com,Mexico,2022-06-27,12.0,Mid-Level,Data Engineer,2,10.0
Rickey,Bowman,lisa60@gmail.com,Germany,2023-05-13,10.0,Lead,QA Manual,7,7.0
Brenda,Coleman,robertperez@gmail.com,India,2023-08-07,19.0,Mid-Level,Client Success,5,
Devin,Hamilton,nancybrooks@gmail.com,Brazil,2022-04-14,5.0,Senior,Data Engineer,0,1.0
Jorge,Williams,kathryn13@hotmail.com,Ecuador,2025-03-22,0.0,Intern,Java Backend,1,10.0
Justin,Rodriguez,ataylor@yahoo.com,Ecuador,2023-08-17,6.0,Intern,React Frontend,1,4.0
Lee,Black,xroberts@yahoo.com,Canada,2023-03-31,11.0,,Social Media Community Management,6,6.0
Christopher,Miller,markeaton@yahoo.com,Brazil,2023-02-02,19.0,Intern,Adobe Experience Manager,5,4.0
Robert,Gonzalez,kristinasmith@gmail.com,Germany,2022-04-13,18.0,Junior,Mulesoft,1,7.0
Tonya,Kim,walkerjason@gmail.com,Spain,2023-06-21,16.0,Senior,Adobe Experience Manager,0,7.0
Barbara,Richards,qbryant@yahoo.com,India,2022-02-09,3.0,Lead,Social Media Community Management,4,4.0
Cynthia,Perez,areid@yahoo.com,UK,2021-06-27,2.0,Junior,Development - CMS Backend,10,7.0
Kendra,Davis,ypierce@hotmail.com,Mexico,2021-04-25,0.0,Intern,Java Backend,1,1.0
Rachel,Murray,sross@yahoo.com,Argentina,2021-08-23,17.0,Senior,Social Media Community Management,9,10.0
Nancy,Gonzalez,darrell92@gmail.com,Argentina,2026-01-20,20.0,Junior,Social Media Community Management,9,4.0
Alexis,Howe,victoriaroy@yahoo.com,USA,2023-12-23,14.0,Manager,QA Manual,5,4.0
David,Mcknight,amanda86@gmail.com,Brazil,2023-07-13,7.0,Manager,React Frontend,1,10.0
Jose,Castro,michaelanderson@hotmail.com,Ecuador,2022-02-05,0.0,Senior,Development - CMS Backend,10,8.0
Angela,Bell,martinezwilliam@gmail.com,India,2023-08-11,19.0,Mid-Level,Social Media Community Management,8,9.0
Sarah,Pierce,jamesgrant@yahoo.com,Spain,2025-09-21,13.0,Senior,Development - CMS Backend,4,1.0
Julia,Wright,rojassusan@yahoo.com,Australia,2022-07-17,3.0,Junior,Mulesoft,6,2.0
David,Duncan,millersteven@yahoo.com,Brazil,2024-09-01,4.0,Senior,Java Backend,3,9.0
Austin,Walters,richardhale@yahoo.com,USA,2025-03-18,12.0,Lead,Development - CMS Backend,1,8.0
Ryan,West,frank86@hotmail.com,Germany,2024-09-20,14.0,Senior,Social Media Community Management,2,5.0
Hannah,Dennis,mandy67@hotmail.com,UK,2023-02-16,5.0,Trainee,Adobe Experience Manager,4,
Veronica,Chen,meredith08@gmail.com,Spain,2022-06-10,0.0,Lead,Java Backend,0,9.0
David,Brown,johnsonmelissa@hotmail.com,Brazil,2025-07-19,,Intern,QA Manual,3,3.0
Michelle,Wilson,mmartin@gmail.com,Argentina,2021-10-15,12.0,Intern,React Frontend,3,2.0
Samantha,Rhodes,vincentkaitlyn@hotmail.com,Argentina,2021-08-04,5.0,Lead,Social Media Community Management,1,7.0
Rebecca,Skinner,scott50@yahoo.com,Argentina,2024-11-28,14.0,Trainee,Python Developer,8,0.0
Michael,Sanchez,kristy41@gmail.com,Canada,2022-05-16,,Junior,DevOps,5,8.0
Richard,Harris,mjohnston@yahoo.com,Germany,2021-09-30,15.0,Junior,DevOps,8,0.0
Angela,Carney,donna17@yahoo.com,India,2021-03-19,9.0,Manager,Python Developer,5,1.0
Jennifer,Patterson,mirandamichael@yahoo.com,Australia,2025-07-16,8.0,Mid-Level,Development - CMS Backend,1,3.0
David,Lynch,ykane@gmail.com,Brazil,2022-02-26,8.0,Lead,Mulesoft,0,4.0
Phyllis,Harris,allison62@yahoo.com,Argentina,2024-04-11,16.0,Junior,Python Developer,100,3.0
Rachel,Morris,jacob11@yahoo.com,Argentina,2023-03-24,16.0,,Data Engineer,0,9.0
Brittany,Lopez,franciscoespinoza@hotmail.com,India,2025-09-16,16.0,Junior,QA Manual,7,9.0
Christina,Farrell,carlos23@gmail.com,UK,2025-11-08,11.0,Trainee,Sales,10,
Virginia,Green,lisa73@yahoo.com,Spain,2024-03-28,12.0,Junior,Java Backend,0,8.0
Brandon,Lee,zsmith@yahoo.com,USA,2023-12-09,11.0,Junior,Java Backend,4,4.0
Joanne,Wood,wmorris@yahoo.com,Australia,2021-04-22,13.0,Mid-Level,Mulesoft,8,1.0
Michael,Griffin,sara34@gmail.com,Canada,2024-08-17,9.0,Senior,Data Engineer,0,0.0
Shane,Schroeder,mckenzierobin@gmail.com,Germany,2025-02-03,18.0,Trainee,Java Backend,3,10.0
Robert,Thompson,steventurner@yahoo.com,Germany,2021-05-26,1.0,Junior,Mulesoft,7,8.0
Shannon,Preston,teresa58@hotmail.com,Germany,2021-05-07,3.0,Manager,Mulesoft,7,4.0
Mary,Morris,dennisanthony@gmail.com,Mexico,2024-12-27,18.0,Mid-Level,React Frontend,0,2.0
Keith,Collins,kjones@gmail.com,Ecuador,2024-01-24,6.0,Mid-Level,Client Success,7,3.0
Thomas,Anderson,joseph26@gmail.com,France,2023-04-24,14.0,Intern,Data Engineer,10,0.0
Dennis,Jones,millerbrian@hotmail.com,Brazil,2022-09-16,14.0,Intern,Client Success,2,7.0
Isaac,Bowman,nancy71@gmail.com,Colombia,2021-02-28,5.0,Lead,Sales,10,0.0
Katie,Coleman,bennettalisha@gmail.com,Australia,2022-04-23,2.0,Mid-Level,Development - CMS Backend,6,4.0
Sabrina,James,ruthcannon@yahoo.com,Argentina,2024-04-04,5.0,Mid-Level,Java Backend,9,0.0
Sharon,Lopez,pattersoncrystal@hotmail.com,Spain,2021-08-28,15.0,Junior,Data Engineer,10,7.0
Christopher,Carr,,Brazil,2023-09-01,1.0,Lead,Social Media Community Management,0,4.0
Paula,Miranda,smithmeredith@gmail.com,Argentina,2025-10-08,6.0,Trainee,React Frontend,4,4.0
Brittney,French,wattssandra@yahoo.com,India,2023-11-25,10.0,Trainee,QA Manual,3,6.0
Mitchell,Alvarado,christina41@yahoo.com,Canada,2021-04-20,6.0,Lead,Social Media Community Management,3,5.0
Debra,Cole,ericvalencia@hotmail.com,UK,2025-04-17,3.0,Senior,Adobe Experience Manager,4,9.0
Nicolas,Thomas,jenkinsbarbara@gmail.com,Canada,2024-07-14,19.0,Intern,Data Engineer,2,8.0
Samuel,King,kenneth37@yahoo.com,Germany,2026-01-08,6.0,Junior,Development - CMS Backend,6,
William,Morales,beckmark@gmail.com,France,2021-10-28,3.0,Mid-Level,Development - CMS Backend,1,10.0
Brianna,Yates,ukirby@hotmail.com,India,2022-02-25,11.0,Trainee,DevOps,0,7.0
Shirley,Murphy,jameshernandez@hotmail.com,Spain,2025-06-21,4.0,Mid-Level,Development - CMS Backend,5,7.0
Collin,Hines,john88@yahoo.com,Brazil,2022-01-26,18.0,Trainee,React Frontend,0,2.0
Kenneth,Macdonald,alexandria34@gmail.com,Ecuador,2023-09-22,-5.0,,Client Success,10,2.0
Matthew,Lowe,glenn81@yahoo.com,Canada,2022-10-19,18.0,Lead,Sales,6,4.0
Anne,Williams,evanswilliam@yahoo.com,India,2022-05-29,20.0,Intern,Social Media Community Management,7,
Phyllis,Sanders,,Argentina,2023-12-20,2.0,Mid-Level,Data Engineer,1,2.0
Bethany,Richards,wgarcia@yahoo.com,India,2021-12-29,10.0,Lead,QA Manual,3,2.0
Megan,Brown,rothsharon@gmail.com,Mexico,2022-05-05,6.0,Intern,Client Success,6,7.0
Ronald,Johnson,nathanrobertson@gmail.com,Germany,2025-12-22,16.0,Intern,Social Media Community Management,10,3.0
Marcus,Cannon,jasminegarrison@gmail.com,Canada,2022-08-15,8.0,Trainee,Mulesoft,5,0.0
Lucas,Nunez,nathaniel29@yahoo.com,Canada,2025-02-09,20.0,Lead,Python Developer,1,4.0
Gregory,Cruz,joseph42@gmail.com,Colombia,2025-04-15,8.0,Mid-Level,React Frontend,3,4.0
Douglas,Dunn,richard06@hotmail.com,Brazil,2022-08-19,9.0,Senior,Mulesoft,2,3.0
Lisa,Graham,lancefisher@yahoo.com,Mexico,2023-04-08,12.0,Senior,Python Developer,8,5.0
Jessica,Torres,,Australia,2022-04-08,14.0,Mid-Level,Data Engineer,5,3.0
Veronica,Perez,jade68@yahoo.com,Spain,2023-03-12,4.0,Junior,Development - CMS Backend,1,6.0
Jason,Kent,uterrell@hotmail.com,Colombia,2024-02-18,2.0,Manager,Development - CMS Backend,1,7.0
April,Riggs,scottpaul@yahoo.com,France,2023-10-03,,Manager,Data Engineer,2,10.0
Barbara,Willis,oerickson@gmail.com,India,2021-12-25,-5.0,Lead,Data Engineer,4,10.0
Christina,Perez,greengregory@gmail.com,UK,2023-07-13,9.0,,Sales,5,10.0
Cory,Cox,daniel20@yahoo.com,Brazil,2022-06-01,12.0,Mid-Level,Client Success,4,0.0
Justin,Rios,stephenelliott@yahoo.com,Ecuador,2021-03-03,2.0,Lead,Data Engineer,0,7.0
David,Vasquez,alangibson@hotmail.com,Brazil,2022-03-12,7.0,Senior,Client Success,0,3.0
Joshua,Jones,davisjose@yahoo.com,Ecuador,2025-09-05,,Intern,Mulesoft,6,10.0
Scott,Haynes,charlesclark@yahoo.com,Germany,2021-04-14,20.0,Lead,Social Media Community Management,9,8.0
Nicole,Rodriguez,brianjackson@hotmail.com,Argentina,2021-05-22,11.0,,Client Success,6,1.0
Keith,Valencia,vvang@yahoo.com,Ecuador,2025-02-23,10.0,Manager,Adobe Experience Manager,9,1.0
Samantha,Johns,kmoss@gmail.com,Argentina,2024-07-20,1.0,Manager,Python Developer,5,2.0
Vanessa,Day,,Spain,2025-04-26,17.0,Lead,Data Engineer,8,10.0
Karen,Simmons,,Australia,2022-04-19,8.0,Mid-Level,QA Manual,1,5.0
Sandra,Sanchez,ytucker@yahoo.com,Spain,2025-04-19,1.0,Junior,QA Manual,0,3.0
Elizabeth,Smith,jessica04@hotmail.com,UK,2025-01-17,1.0,Intern,QA Manual,10,4.0
Donald,Shelton,vmccoy@yahoo.com,Brazil,2023-11-15,2.0,Lead,React Frontend,5,7.0
Jamie,Miller,stephen46@gmail.com,Colombia,2022-03-27,99.0,Intern,Development - CMS Backend,5,6.0
Mary,Christensen,emily83@gmail.com,Mexico,2023-06-17,18.0,Trainee,QA Manual,8,7.0
Kari,Chambers,cgomez@hotmail.com,Australia,2023-03-26,3.0,Lead,Client Success,10,2.0
Anthony,Anthony,perrysamantha@yahoo.com,USA,2022-09-29,17.0,Trainee,Data Engineer,9,10.0
Rachel,Jennings,srose@yahoo.com,Argentina,2025-06-26,19.0,Lead,Java Backend,0,1.0
Susan,Lewis,kgonzalez@yahoo.com,Spain,2024-11-18,17.0,Junior,Development - CMS Backend,10,5.0
Amber,White,brendaandersen@gmail.com,India,2022-07-03,9.0,Junior,Social Media Community Management,0,2.0
Lauren,Smith,tammyjimenez@yahoo.com,Mexico,2024-04-13,10.0,Intern,Python Developer,9,0.0
Adam,Zamora,garciarandy@yahoo.com,USA,2024-06-22,,Manager,QA Manual,5,7.0
Marissa,Crawford,dixonbradley@yahoo.com,Mexico,2023-09-25,-5.0,Senior,Java Backend,4,10.0
Anthony,Simmons,smithbrandy@gmail.com,USA,2021-05-11,99.0,Mid-Level,React Frontend,10,2.0
James,Campbell,davidlopez@yahoo.com,Colombia,2024-01-08,19.0,Junior,Java Backend,5,5.0
Shelly,Perez,ehamilton@gmail.com,Spain,2025-09-05,12.0,Junior,Mulesoft,5,8.0
Ashley,Galloway,rbell@gmail.com,India,2025-11-22,1.0,Manager,Social Media Community Management,3,6.0
